DateTime,Entries,UniqueIPs
1528823065,500,500
1528824026,500,500
1528824973,500,500
1528825946,500,500
1528826919,500,500
1528827852,500,500
1528828815,500,500
1528829789,500,500
1528830746,500,500
1528831687,500,500
1528832676,500,500
1528833629,500,500
1528834578,500,500
1528835551,500,500
1528836515,500,500
1528837475,500,500
1528838420,500,500
1528839373,500,500
1528840351,500,500
1528841294,500,500
1528842260,500,500
1528843232,500,500
1528844173,500,500
1528845132,500,500
1528846112,500,500
1528847058,500,500
1528848030,500,500
1528849029,500,500
1528849957,500,500
1528850894,500,500
1528851862,500,500
1528852830,500,500
1528853777,500,500
1528854730,500,500
1528855717,500,500
1528856650,500,500
1528857615,500,500
1528858583,500,500
1528859543,500,500
1528860491,500,500
1528861474,500,500
1528862427,500,500
1528863406,500,500
1528864354,500,500
1528865544,500,500
1528866509,500,500
1528867460,500,500
1528868410,500,500
1528869398,500,500
1528870333,500,500
1528871298,500,500
1528872267,500,500
1528873230,500,500
1528874173,500,500
1528875154,500,500
1528876093,500,500
1528877056,500,500
1528878021,500,500
1528878971,500,500
1528879928,500,500
1528880914,500,500
1528881852,500,500
1528882821,500,500
1528883783,500,500
1528884742,500,500
1528885688,500,500
1528886670,500,500
1528887617,500,500
1528888584,500,500
1528889550,500,500
1528890494,500,500
1528891453,500,500
1528892439,500,500
1528893369,500,500
1528894334,500,500
1528895313,500,500
1528896256,500,500
1528897210,500,500
1528898187,500,500
1528899136,500,500
1528900093,500,500
1528901066,500,500
1528902042,500,500
1528902971,500,500
1528903941,500,500
1528904905,500,500
1528905858,500,500
1528906809,500,500
1528907790,500,500
1528908734,500,500
1528909699,500,500
1528910669,500,500
1528911621,500,500
1528912569,500,500
1528913551,500,500
1528914490,500,500
1528915468,500,500
1528916412,500,500
1528917373,500,500
1528919332,500,500
1528920252,500,500
1528921235,500,500
1528922186,500,500
1528923146,500,500
1528924089,500,500
1528925057,500,500
1528926012,500,500
1528926994,500,500
1528927930,500,500
1528928894,500,500
1528929869,500,500
1528932057,500,500
1528932969,500,500
1528933938,500,500
1528934909,500,500
1528935858,500,500
1528936810,500,500
1528937787,500,500
1528938739,500,500
1528939698,500,500
1528940665,500,500
1528941649,500,500
1528942568,500,500
1528943555,500,500
1528944490,500,500
1528945479,500,500
1528946408,500,500
1528947378,500,500
1528948345,500,500
1528949301,500,500
1528950254,500,500
1528951273,500,500
1528952409,500,500
1528953381,500,500
1528954329,500,500
1528955290,500,500
1528956268,500,500
1528957208,500,500
1528958169,500,500
1528959147,500,500
1528960096,500,500
1528961053,500,500
1528962024,500,500
1528962967,500,500
1528963932,500,500
1528964910,500,500
1528965851,500,500
1528966820,500,500
1528967771,500,500
1528968747,500,500
1528969695,500,500
1528970662,500,500
1528971609,500,500
1528972586,500,500
1528973531,500,500
1528974493,500,500
1528975466,500,500
1528976411,500,500
1528977370,500,500
1528978341,500,500
1528979288,500,500
1528980266,500,500
1528981220,500,500
1528982172,500,500
1528983154,500,500
1528984092,500,500
1528985058,500,500
1528986023,500,500
1528986966,500,500
1528987927,500,500
1528988904,500,500
1528990091,500,500
1528991065,500,500
1528992022,500,500
1528992968,500,500
1528993949,500,500
1528994892,500,500
1528995858,500,500
1528996824,500,500
1528997769,500,500
1528998731,500,500
1528999710,500,500
1529000651,500,500
1529001611,500,500
1529002583,500,500
1529003535,500,500
1529004489,500,500
1529005466,500,500
1529006414,500,500
1529007412,500,500
1529008344,500,500
1529009288,500,500
1529010263,500,500
1529011231,500,500
1529012191,500,500
1529013136,500,500
1529014104,500,500
1529015065,500,500
1529017264,500,500
1529018168,500,500
1529019138,500,500
1529020091,500,500
1529021077,500,500
1529022034,500,500
1529022974,500,500
1529023945,500,500
1529024901,500,500
1529025852,500,500
1529026833,500,500
1529027769,500,500
1529028736,500,500
1529029703,500,500
1529030658,500,500
1529031620,500,500
1529032592,500,500
1529033536,500,500
1529034493,500,500
1529035478,500,500
1529036416,500,500
1529037369,500,500
1529038349,500,500
1529039292,500,500
1529040256,500,500
1529041226,500,500
1529042172,500,500
1529043148,500,500
1529044111,500,500
1529045053,500,500
1529046033,500,500
1529046969,500,500
1529047959,500,500
1529048890,500,500
1529049861,500,500
1529050824,500,500
1529051777,500,500
1529052732,500,500
1529053714,500,500
1529054656,500,500
1529055616,500,500
1529056583,500,500
1529057542,500,500
1529058488,500,500
1529059473,500,500
1529060424,500,500
1529061374,500,500
1529062350,500,500
1529063303,500,500
1529064263,500,500
1529066240,500,500
1529067374,500,500
1529068337,500,500
1529069288,500,500
1529070267,500,500
1529071223,500,500
1529072172,500,500
1529073140,500,500
1529074100,500,500
1529075057,500,500
1529076017,500,500
1529076976,500,500
1529077929,500,500
1529078925,500,500
1529079862,500,500
1529080813,500,500
1529081780,500,500
1529082745,500,500
1529083942,500,500
1529084899,500,500
1529085859,500,500
1529086817,500,500
1529087777,500,500
1529088729,500,500
1529089702,500,500
1529090657,500,500
1529091769,500,500
1529092711,500,500
1529093850,500,500
1529094862,500,500
1529096002,500,500
1529097149,500,500
1529098100,500,500
1529099149,500,500
1529100268,500,500
1529101209,500,500
1529102169,500,500
1529103162,500,500
1529104113,500,500
1529105051,500,500
1529106010,500,500
1529106987,500,500
1529107939,500,500
1529108890,500,500
1529109868,500,500
1529110824,500,500
1529111768,500,500
1529112747,500,500
1529113691,500,500
1529114658,500,500
1529115625,500,500
1529116568,500,500
1529117529,500,500
1529118515,500,500
1529119453,500,500
1529120411,500,500
1529121382,500,500
1529122336,500,500
1529123289,500,500
1529124273,500,500
1529125215,500,500
1529126168,500,500
1529127239,500,500
1529128327,500,500
1529129304,500,500
1529130253,500,500
1529131212,500,500
1529132183,500,500
1529133136,500,500
1529134088,500,500
1529135066,500,500
1529136018,500,500
1529136971,500,500
1529137946,500,500
1529138891,500,500
1529139854,500,500
1529140823,500,500
1529141773,500,500
1529142729,500,500
1529143708,500,500
1529144655,500,500
1529145611,500,500
1529146582,500,500
1529147536,500,500
1529148491,500,500
1529149465,500,500
1529150426,500,500
1529151371,500,500
1529152351,500,500
1529153292,500,500
1529154260,500,500
1529155223,500,500
1529156168,500,500
1529157131,500,500
1529158107,500,500
1529159051,500,500
1529160010,500,500
1529160983,500,500
1529161935,500,500
1529162894,500,500
1529163868,500,500
1529164819,500,500
1529165772,500,500
1529166748,500,500
1529167689,500,500
1529168657,500,500
1529169623,500,500
1529170569,500,500
1529171532,500,500
1529172507,500,500
1529173451,500,500
1529174410,500,500
1529175383,500,500
1529176337,500,500
1529177287,500,500
1529178274,500,500
1529179222,500,500
1529180169,500,500
1529181149,500,500
1529182088,500,500
1529183055,500,500
1529184022,500,500
1529184969,500,500
1529185934,500,500
1529186920,500,500
1529187853,500,500
1529189067,500,500
1529190019,500,500
1529190974,500,500
1529191946,500,500
1529192895,500,500
1529193856,500,500
1529194827,500,500
1529196011,500,500
1529196984,500,500
1529197935,500,500
1529198890,500,500
1529200602,500,500
1529201536,500,500
1529202495,500,500
1529203464,500,500
1529204424,500,500
1529205369,500,500
1529206351,500,500
1529207291,500,500
1529208258,500,500
1529209225,500,500
1529210171,500,500
1529211131,500,500
1529212111,500,500
1529213050,500,500
1529214029,500,500
1529214980,500,500
1529215935,500,500
1529216885,500,500
1529217868,500,500
1529218816,500,500
1529219775,500,500
1529220752,500,500
1529221695,500,500
1529222655,500,500
1529223626,500,500
1529224570,500,500
1529225534,500,500
1529226528,500,500
1529227458,500,500
1529228413,500,500
1529229385,500,500
1529230334,500,500
1529231292,500,500
1529232266,500,500
1529233230,500,500
1529237065,500,500
1529238973,500,500
1529239929,500,500
1529240909,500,500
1529241852,500,500
1529242812,500,500
1529243783,500,500
1529244740,500,500
1529245694,500,500
1529246666,500,500
1529247625,500,500
1529248576,500,500
1529249553,500,500
1529250493,500,500
1529251455,500,500
1529252429,500,500
1529253369,500,500
1529254337,500,500
1529255305,500,500
1529256252,500,500
1529257214,500,500
1529258195,500,500
1529259140,500,500
1529260092,500,500
1529261068,500,500
1529262025,500,500
1529262975,500,500
1529263952,500,500
1529264892,500,500
1529265869,500,500
1529266824,500,500
1529267770,500,500
1529268731,500,500
1529269709,500,500
1529270655,500,500
1529271620,500,500
1529272583,500,500
1529273691,500,500
1529274730,500,500
1529275705,500,500
1529276901,500,500
1529277871,500,500
1529278814,500,500
1529279768,500,500
1529280750,500,500
1529281693,500,500
1529282650,500,500
1529283628,500,500
1529284571,500,500
1529285536,500,500
1529286511,500,500
1529287457,500,500
1529288410,500,500
1529289384,500,500
1529290332,500,500
1529291295,500,500
1529292265,500,500
1529293210,500,500
1529294168,500,500
1529295150,500,500
1529296087,500,500
1529297049,500,500
1529298027,500,500
1529298972,500,500
1529299933,500,500
1529300904,500,500
1529301857,500,500
1529302809,500,500
1529303784,500,500
1529304733,500,500
1529305695,500,500
1529306670,500,500
1529307610,500,500
1529308567,500,500
1529309551,500,500
1529310490,500,500
1529311452,500,500
1529312428,500,500
1529313371,500,500
1529314336,500,500
