DateTime,AddedIPs,RemovedIPs
1527688336,1,0
1527690263,0,1
1527694100,1,0
1527700031,0,1
1527709725,0,1
1527719297,0,1
1527725072,0,1
1527728915,0,1
1527732754,1,0
1527734688,1,0
1527738511,1,0
1527740430,1,0
1527742364,1,0
1527744275,1,1
1527746199,0,5
1527748145,1,0
1527755798,1,0
1527757716,1,0
1527759631,1,1
1527761566,1,1
1527763503,1,0
1527769254,2,1
1527771171,1,0
1527774992,0,1
1527776905,1,0
1527782672,0,1
1527813636,1,0
1527815566,1,0
1527817506,1,0
1527819397,0,1
1527821335,0,1
1527827080,0,1
1527829020,0,1
1527830916,0,2
1527836678,0,3
1527838610,1,0
1527842460,0,1
1527844371,0,1
1527846318,0,1
1527848197,1,1
1527850119,1,1
1527853957,1,0
1527855876,0,2
1527857843,0,1
1527863574,0,1
1527865476,1,0
1527867413,1,0
1527869354,2,0
1527876981,1,0
1527878918,1,0
1527882741,1,0
1527896171,1,0
1527900310,0,1
1527902247,2,1
1527904150,0,1
1527909925,1,0
1527914423,0,0
1527916447,1,0
1527918688,0,0
1527921144,0,0
1527923334,1,0
1527926036,1,1
1527928527,2,0
1527930871,0,0
1527933082,1,0
1527935224,1,2
1527937880,0,0
1527940242,1,1
1527942653,1,0
1527944977,0,0
1527947219,0,0
1527951401,1,1
1527953730,0,1
1527956417,0,2
1527958705,0,0
1527961205,1,0
1527965975,3,1
1527968429,1,1
1527984246,6,1
1527991410,1,2
1527993831,1,0
1527996231,1,1
1527998622,0,0
1528005413,1,1
1528009332,1,0
1528011146,0,1
1528013066,1,2
1528014997,0,1
1528018847,15,1
1528020747,0,1
1528028311,5,1
1528032264,1,0
1528034183,3,0
1528036106,1,1
1528038104,0,1
1528041875,1,0
1528047706,0,1
1528051508,0,2
1528053398,1,1
1528057226,0,1
1528059192,0,1
1528061068,0,2
1528066912,2,2
1528068753,0,1
1528070694,1,0
1528072577,1,1
1528074540,1,0
1528076423,1,0
1528080262,0,1
1528082238,0,1
1528086055,1,0
1528087947,0,2
1528091776,1,0
1528095706,0,1
1528099468,0,1
1528101448,2,0
1528103302,1,0
1528105269,1,15
1528114837,0,4
1528118680,1,0
1528120547,2,2
1528122509,3,0
1528126344,1,0
1528128336,1,1
1528132139,1,0
1528134051,1,0
1528139810,0,1
1528141714,0,4
1528151334,1,0
1528153318,1,1
1528157069,0,1
1528159003,1,1
1528160911,0,1
1528162824,0,1
1528168589,1,0
1528172436,0,1
1528176285,1,0
1528178187,0,1
1528186107,1,0
1528188023,0,2
1528189945,0,1
1528191871,0,1
1528193783,2,0
1528203385,1,0
1528205308,0,2
1528207306,0,2
1528209152,1,3
1528211081,1,0
1528213502,0,1
1528217315,1,1
1528219220,0,1
1528229017,2,0
1528232913,1,0
1528234821,1,0
1528238662,2,2
1528244428,1,0
1528250188,1,0
1528252097,1,0
1528254111,1,0
1528256036,0,1
1528263623,0,1
1528269628,1,0
1528273472,1,1
1528279300,0,1
1528281161,1,2
1528283082,1,0
1528285002,0,1
1528288828,1,0
1528290763,2,1
1528296507,0,1
1528300343,1,0
1528302280,1,1
1528304182,1,1
1528306279,1,0
1528311721,1,0
1528320509,1,1
1528324429,1,0
1528326790,0,0
1528331835,1,0
1528335446,1,0
1528337319,18,1
1528339243,0,1
1528343191,1,1
1528345011,1,0
1528346911,0,1
1528350769,1,0
1528352978,0,4
1528354907,1,1
1528358675,1,0
1528360580,1,1
1528362506,1,0
1528366343,1,1
1528370187,1,1
1528374032,1,1
1528377859,0,2
1528379781,1,0
1528381641,1,0
1528385564,2,0
1528387470,1,1
1528389391,1,1
1528391324,1,1
1528393230,0,1
1528398984,0,1
1528411115,0,2
1528413141,1,0
1528415087,9,0
1528418901,1,1
1528420834,1,0
1528422762,0,9
1528424670,1,10
1528426637,1,0
1528428509,1,0
1528430515,0,1
1528432347,0,1
1528436075,1,0
1528438099,1,1
1528440025,1,1
1528445777,0,2
1528447712,1,1
1528451456,2,1
1528453463,1,0
1528455371,1,0
1528457299,1,1
1528459302,1,0
1528461143,0,1
1528465161,2,1
1528467063,2,1
1528469278,0,1
1528471216,1,0
1528473155,0,2
1528475057,0,2
1528476974,5,1
1528478893,2,0
1528480905,1,0
1528484661,2,0
1528486881,1,0
1528490663,1,0
1528492602,2,0
1528494507,2,0
1528498509,2,1
1528500517,0,1
1528502535,0,7
1528504365,0,1
1528506275,0,1
1528512026,0,1
1528513947,1,2
1528519708,1,0
1528521643,1,1
1528525479,3,2
1528529303,1,0
1528533178,4,1
1528538913,1,1
1528540834,1,1
1528542765,0,1
1528546604,1,0
1528550429,1,2
1528552384,0,1
1528554285,2,1
1528556202,1,0
1528558107,0,1
1528560108,0,1
1528561968,1,0
1528563884,0,6
1528565808,1,5
1528569623,0,1
1528571543,0,1
1528573462,1,1
1528575381,2,0
1528577312,2,1
1528579222,0,2
1528581160,0,2
1528583082,1,0
1528586030,0,2
1528587882,1,0
1528597500,1,0
1528601327,0,1
1528603311,6,0
1528605191,1,1
1528607082,1,0
1528609044,0,1
1528610941,0,1
1528612885,0,2
1528620536,0,3
1528626274,1,1
1528632111,0,1
1528633961,2,0
1528637792,0,1
1528639998,1,1
1528641876,1,3
1528643896,1,0
1528647650,0,1
1528651487,0,1
1528653399,0,1
1528659175,0,1
1528661075,1,0
1528663131,0,3
1528668676,1,2
1528672489,1,0
1528674416,0,1
1528680173,12,0
1528684005,0,1
1528689700,1,7
1528691650,1,1
1528693466,0,1
1528699222,1,0
1528707164,1,0
1528709066,1,0
1528712915,0,1
1528714896,1,0
1528720580,0,2
1528724418,3,0
1528726349,0,1
1528728269,0,1
1528730194,1,1
1528734469,2,0
1528736593,1,0
1528746430,1,1
1528752265,1,0
1528754192,3,0
1528756103,1,1
1528758117,0,1
1528761875,2,0
1528763778,2,0
1528765714,2,0
1528767628,2,12
1528769542,2,0
1528773374,2,0
1528775298,1,0
1528779142,1,1
1528781061,1,0
1528782994,0,1
1528786908,1,0
1528788757,1,0
1528792577,1,0
1528794526,0,1
1528796421,0,1
1528800278,2,1
1528804104,1,0
1528806061,1,0
1528807938,1,0
1528809859,3,1
1528811793,0,3
1528813701,2,0
1528817564,0,1
1528819897,0,1
1528821876,0,2
1528825713,2,0
1528831461,1,0
1528835295,1,0
1528838915,0,2
1528840950,0,2
1528842973,0,1
1528848736,0,2
1528850669,0,4
1528852572,1,0
1528854494,0,2
1528856428,0,1
1528858350,1,0
1528860256,0,2
1528862187,0,1
1528864095,0,1
1528866109,1,2
1528867957,1,0
1528873727,0,1
1528875623,1,1
1528879475,2,2
1528881388,3,0
1528885236,0,1
1528887148,4,1
1528889061,0,1
1528890994,1,1
1528892905,3,0
1528894906,1,1
1528896761,0,3
1528900579,0,2
1528902509,3,0
1528904425,1,0
1528908268,2,0
1528910186,2,0
1528912117,0,2
1528914019,1,0
1528918917,0,1
1528922663,3,1
1528924594,1,0
1528928440,1,0
1528931675,1,0
1528933477,1,0
1528935400,1,0
1528939236,2,1
1528943064,3,0
